,standard_smiles,source,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
39,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,toxic,68.62992125984252,60.07772020725388,68.07472527472528,70.07675906183368,70.25601750547045,68.86909871244636,70.94887525562372,69.32142857142857,74.86497064579257,71.84509803921569,75.93237704918033,72.71789473684211,65.01443298969072,66.81274900398407,67.9723865877712,73.48870636550308,71.28813559322033,66.94989561586638,65.2489539748954,56.9079754601227,59.54661016949152,52.05464480874317,63.55223880597015,63.01176470588236,38.93103448275862,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,toxic,37.0,32.888888888888886,34.8235294117647,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(O)=NC1CCCCC1,toxic,93.55952380952381,77.96875,103.0958904109589,119.22727272727273,106.09433962264151,102.78181818181818,91.89,84.05,82.8225806451613,79.2,71.36842105263158,60.42857142857143,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CC1(C)[C@@H]2CC[C@]1(C)[C@@H](OC(=O)CSC#N)C2,toxic,52.06944444444444,58.87719298245614,61.05625,40.65492957746479,132.09615384615384,128.17241379310346,139.70731707317074,358.94736842105266,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,CCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,toxic,44.228971962616825,43.259587020648965,44.73111111111111,42.233820459290186,38.45372460496614,45.37940379403794,43.903047091412745,47.18208955223881,41.06230529595015,46.04074074074074,46.63157894736842,45.28333333333333,40.32905982905983,37.279411764705884,37.42261904761905,36.42307692307692,45.04347826086956,29.674418604651162,29.72972972972973,25.4375,29.333333333333332,23.047619047619047,26.4,25.666666666666668,29.333333333333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],toxic,172.78,106.83823529411765,137.83333333333334,140.9090909090909,129.85714285714286,121.95744680851064,139.27272727272728,144.75,144.25925925925927,185.58333333333334,141.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,toxic,91.93181818181819,69.43442622950819,88.06338028169014,67.18620689655172,66.36764705882354,76.12931034482759,70.53211009174312,78.20930232558139,104.93650793650794,99.15492957746478,87.03225806451613,63.8,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CCCCC(C)C=C1CN2CCCC2C(C)(O)C1,toxic,49.8936170212766,58.478873239436616,52.68181818181818,58.55194805194805,41.951388888888886,48.85849056603774,36.9537037037037,32.27777777777778,43.73684210526316,22.714285714285715,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,toxic,179.33333333333334,86.42307692307692,123.34482758620689,108.94736842105263,117.5,97.16666666666667,94.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,C[N+](C)(C)[O-],toxic,53.5,142.66666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
